rank,school,grades,district,students,free_lunch_rec,total_exp,score,year
572,Woodbine Elementary School,"PK, KG-8",Woodbine School District,230,41.3%,"$15,342",18.1,2017
573,Cleveland Street Elementary School,"PK, KG-7",ORANGE BOARD OF EDUCATION School District,318,75.5%,"$11,904",18,2017
574,Lawnside School,"PK, KG-8",Lawnside School Distric,326,66.3%,"$13,798",17.9,2017
575,School 2,K-8,Paterson Public School District,593,70.7%,"$11,646",17.8,2017
576,Rosa Parks Community School,3-7,ORANGE BOARD OF EDUCATION School District,"1,011",78.0%,"$8,884",17.6,2017
577,Leap Academy University Charter School,K-12,LEAP Academy University Charter School,"1,554",7.8%,"$10,261",17.2,2017
578,Hawkins Street School,K-8,Newark Public School District,716,88.1%,"$9,204",17.1,2017
579,Marion P. Thomas Charter School,"PK, KG-12",Marion P. Thomas Charter School,"1,338",89.6%,"$8,798",17.1,2017
580,New Hanover Township School,"PK, KG-8",New Hanover Township,190,44.7%,"$20,216",16.9,2017
581,School 13,K-8,Paterson Public School District,545,73.9%,"$8,300",16.6,2017
582,Dr Martin Luther King Junior School Complex,"PK, KG-8",Atlantic City School District,609,86.2%,"$13,546",16.5,2017
583,Downe Township Elementary School,"PK, KG-8",Downe Township School District,185,42.7%,"$15,041",16.4,2017
584,Lakehurst Elementary School,"PK, KG-8",Lakehurst School District,338,49.4%,"$16,629",15.9,2017
585,Freedom Prep Charter School,K-12,Freedom Prep Charter School,856,90.8%,"$11,641",15.8,2017
586,Lakeside Middle School,6-8,Millville School District,"1,057",67.0%,"$9,743",15.8,2017
587,David Brearley Middle/High School,7-12,Kenilworth School District,738,29.0%,"$8,540",15.7,2017
588,Eagle Academy for Young Men of Newark,6-12,Newark Public School District,158,71.5%,"$13,274",15.6,2017
589,Penns Grove Middle School,6-8,Penns Grove-Carneys Point Regional School District,442,72.9%,"$11,510",15.5,2017
590,Neptune Middle School,6-8,Neptune Township School District,802,59.6%,"$13,565",15.4,2017
591,Greater Brunswick Charter School,K-8,Greater Brunswick Charter School,392,86.7%,"$10,212",15.4,2017
592,John F Kennedy Elementary School,1-8,North Bergen School District,514,76.8%,"$6,067",15.2,2017
593,Avon Avenue School,"PK, KG-8",Newark Public School District,529,87.3%,"$12,937",15.2,2017
594,Speedway Avenue School,K-8,Newark Public School District,574,88.2%,"$8,301",15,2017
595,William C. McGinnis Middle School,5-8,Perth Amboy Public School District,"1,539",92.9%,"$12,488",14.9,2017
596,Miller Street School At Spencer,"PK, KG-8",Newark Public School District,499,80.0%,,14.7,2017
597,Cleveland Avenue School,"PK, KG-8",Newark Public School District,412,85.9%,"$11,554",14.7,2017
598,McKinley Elementary School,"PK, KG-8",Newark Public School District,785,90.2%,"$9,994",14.6,2017
599,Robert Morris School No. 18,"PK, KG-8",Elizabeth Public Schools,545,81.8%,"$9,936",14.4,2017
600,School 18,1-8,Paterson Public School District,"1,018",81.3%,"$6,561",14,2017
601,Nicholas S. Lacorte-Peterstown School No. 3,K-8,Elizabeth Public Schools,706,89.1%,"$10,474",13.9,2017
602,Rafael Hernandez School,"PK, KG-8",Newark Public School District,751,87.4%,"$8,503",13.8,2017
603,Maxson Middle School,6-8,Plainfield Public School District,731,81.0%,"$9,328",13.6,2017
604,University High School,7-12,Newark Public School District,567,76.2%,"$12,448",13.5,2017
605,Ivy Hill Elementary School,"PK, KG-8",Newark Public School District,579,78.2%,"$11,199",13.5,2017
606,South Amboy Middle/High School,6-12,South Amboy School District,508,42.5%,"$10,459",13.3,2017
607,John Marshal School No. 20,K-8,Elizabeth Public Schools,392,92.6%,"$12,585",13.3,2017
608,Mckinley Community School,"PK, KG-8",New Brunswick School District,729,63.1%,"$12,963",13.1,2017
609,Christopher Columbus School No. 15,K-8,Elizabeth Public Schools,688,89.1%,"$9,543",12.8,2017
610,Indian Ave School,K-8,Bridgeton City School District,706,58.5%,"$12,054",12.5,2017
611,Hubbard Middle School,6-8,Plainfield Public School District,644,87.6%,"$7,716",12.5,2017
612,Joseph A. Taub School,6-8,Paterson Public School District,744,79.0%,"$7,202",12.3,2017
613,Quarter Mile Lane School,"PK, KG-8",Bridgeton City School District,580,65.3%,"$10,618",12.3,2017
614,Lindenwold Middle School,5-8,Lindenwold Public School District,768,84.1%,"$8,274",12.2,2017
615,Sonia Sotomayor School No 25,K-8,Elizabeth Public Schools,664,91.3%,"$11,125",12.1,2017
616,Octavio V. Catto Community Family School,"PK, KG-8",Camden City School District,619,58.8%,"$16,913",11.9,2017
617,Lincoln Elementary School,"PK, KG-8",Newark Public School District,447,70.7%,"$10,024",11.8,2017
618,School 7,5-8,Paterson Public School District,253,75.1%,"$12,688",11.6,2017
619,Joseph R. Bolger Middle School,6-8,Keansburg School District,416,73.8%,"$15,314",11.4,2017
620,Hawthorne Avenue School,"PK, KG-8",Newark Public School District,389,69.2%,"$10,415",11.2,2017
621,Woodrow Wilson School No. 19,"PK, KG-8",Elizabeth Public Schools,660,86.8%,"$9,319",11.2,2017
622,Dr. Martin Luther King Junior Educational Complex,"PK, KG-8",Paterson Public School District,665,72.8%,"$12,303",11,2017
623,Union Avenue Middle School,6-8,Irvington Public School District,677,86.0%,"$9,597",11,2017
624,Pleasantville Middle School,6-8,Pleasantville Public School District,736,93.5%,"$14,470",10.6,2017
625,New Brunswick Middle School,6-8,New Brunswick School District,"1,350",60.5%,"$10,184",10.6,2017
626,Cedarbrook Elementary School,K-8,Plainfield Public School District,622,76.5%,"$9,658",10.6,2017
627,Broad Street School,K-8,Bridgeton City School District,939,68.3%,"$13,961",10.4,2017
628,Thomas W. Wallace Junior Middle School,6-8,Vineland Public School District,655,74.4%,"$13,228",10.4,2017
629,Mabel G. Homes School No. 5,"PK, KG-8",Elizabeth Public Schools,927,84.5%,"$8,660",10.3,2017
630,Luis Mu?oz Marin Elementary School,"PK, KG-8",Newark Public School District,981,83.3%,"$9,330",10.3,2017
631,Chaplain Charles Watters School,"PK, KG-8",Jersey City Public Schools,831,82.7%,"$11,181",10.2,2017
632,Pennsylvania Ave School,"PK, KG-8",Atlantic City School District,555,85.8%,"$14,638",10.2,2017
633,Sojourner Truth Middle School,6-8,East Orange School District,373,7.8%,"$12,234",10.1,2017
634,Lakewood Middle School,6-8,Lakewood Township School District,"1,235",71.6%,"$13,211",9.7,2017
635,Camden Street Elementary School,"PK, KG-8",Newark Public School District,604,83.1%,"$13,034",9.6,2017
636,Toussaint Louverture-Marquis de Lafayette School No. 6,"PK, KG-8",Elizabeth Public Schools,977,88.0%,"$9,262",9.5,2017
637,University Middle School,6-8,Irvington Public School District,649,88.0%,"$9,378",9.4,2017
638,Fairfield Township School,"PK, KG-8",Fairfield Township School District,624,99.5%,"$13,433",9.3,2017
639,Dr. William H. Horton Elementary School,K-8,Newark Public School District,727,84.5%,"$9,470",9.3,2017
640,Dr. Henry H. Davis Elementary School,"PK, KG-8",Camden City School District,350,62.6%,"$20,427",9.2,2017
641,Uptown School Complex,"PK, KG-8",Atlantic City School District,616,74.0%,"$14,625",9.2,2017
642,George Washington Carver Elementary School,"PK, KG-8",Newark Public School District,453,74.4%,"$10,378",9.1,2017
643,Martin Center for the Arts,"PK, KG-8",Jersey City Public Schools,415,86.7%,"$12,741",9.1,2017
644,President Barack Obama Elementary School,"PK, KG-8",Jersey City Public Schools,482,84.4%,"$15,299",9.1,2017
645,Hedgepeth Williams Middle School,6-8,Trenton Public School District,472,93.0%,"$11,121",8.9,2017
646,Juan Pablo Duarte - Jose Julian Marti School No 28,"PK, KG-8",Elizabeth Public Schools,"1,005",91.2%,"$9,410",8.6,2017
647,Mastery Schools of Camden Inc.,K-12,Mastery Schools of Camden Inc.,"1,694",96.8%,"$14,663",8.5,2017
648,Willingboro Memorial Middle School,5-8,Willingboro Public School District,774,65.1%,"$16,254",8.4,2017
649,Louise A. Spencer Elementary School,"PK, KG-8",Newark Public School District,318,75.2%,"$12,119",8.3,2017
650,New Roberto Clemente,6-8,Paterson Public School District,573,72.4%,"$13,069",8.2,2017
651,Nicholas Murray Butler Academy School No. 23,K-8,Elizabeth Public Schools,738,85.8%,"$10,486",7.9,2017
652,Chancellor Avenue School,K-8,Newark Public School District,508,83.7%,"$10,224",7.8,2017
653,Riverside Middle School,6-8,Riverside Township School District,262,58.8%,"$13,073",7.8,2017
654,Benjamin Franklin School No. 13,K-8,Elizabeth Public Schools,477,89.1%,"$11,847",7.8,2017
655,Ollie Culbreth Junior School,"PK, KG-8",Jersey City Public Schools,622,80.4%,"$15,626",7.6,2017
656,Egg Harbor City Community School,4-8,Egg Harbor City School District,239,78.2%,"$12,120",7.5,2017
657,Dr. E. Alma Flagg School,K-8,Newark Public School District,490,81.6%,"$9,797",7.1,2017
658,Thirteenth Avenue School,"PK, KG-8",Newark Public School District,688,90.1%,"$10,835",7.1,2017
659,School 8,K-8,Paterson Public School District,505,86.3%,"$9,233",6.8,2017
660,School 20,K-8,Paterson Public School District,498,61.0%,"$10,935",6.8,2017
661,Cherry Street School,K-8,Bridgeton City School District,599,70.1%,"$11,205",6.7,2017
662,Merit Preparatory Charter School of Newark,5-10,Merit Preparatory Charter School of Newark,494,27.5%,,6.7,2017
663,Winfield Scott School No. 2,"PK, KG-8",Elizabeth Public Schools,667,88.8%,"$9,616",6.5,2017
664,Jerome Dunn Academy No 9,K-8,Elizabeth Public Schools,817,94.4%,"$9,150",6.5,2017
665,Buckshutem Road School,K-8,Bridgeton City School District,582,61.0%,"$10,609",6.4,2017
666,South Seventeenth Street School,K-8,Newark Public School District,417,94.0%,"$11,770",6.3,2017
667,Belmont Runyon Elementary School,"PK, KG-8",Newark Public School District,519,86.9%,"$13,240",6.1,2017
668,Dunn Middle School,6-8,Trenton Public School District,956,90.0%,"$10,513",5.8,2017
669,Camden Community Charter School,K-8,Camden Community Charter School,851,92.8%,,5.7,2017
670,Oakwood Avenue Community School,"PK, KG-7",ORANGE BOARD OF EDUCATION School District,257,82.5%,"$10,552",5.5,2017
671,Ezra L. Nolan School,6-8,Jersey City Public Schools,262,89.7%,"$12,859",5.4,2017
672,Henry B. Wilson Family School,K-8,Camden City School District,555,69.2%,"$17,638",5.4,2017
673,Rev. Dr. Frank Napier Junior School,1-8,Paterson Public School District,456,83.8%,"$10,865",5.4,2017
674,Whitney M. Young Junior School,"PK, KG-8",Jersey City Public Schools,799,80.9%,"$15,967",5.3,2017
675,Salem Middle School,3-8,Salem City School District,379,77.8%,"$9,419",5.3,2017
676,Joyce Kilmer School,K-8,Trenton Public School District,429,89.0%,"$14,475",5.1,2017
677,Newcomers,3-11,Paterson Public School District,256,55.5%,$946,5.1,2017
678,Paulsboro Junior High School,7-8,Paulsboro School District,150,87.3%,"$8,440",5.1,2017
679,Quitman Street School,"PK, KG-8",Newark Public School District,598,87.3%,"$12,167",5,2017
680,School 21,"PK, KG-8",Paterson Public School District,751,76.7%,"$8,480",4.8,2017
681,School 10,K-8,Paterson Public School District,607,87.6%,"$8,827",4.7,2017
682,Cooper's Poynt Family School,"PK, KG-8",Camden City School District,0,,"$18,278",4.6,2017
683,Veterans Memorial Family School,"PK, KG-8",Camden City School District,464,65.3%,"$16,878",4.5,2017
684,New York Avenue School,"PK, KG-8",Atlantic City School District,553,92.4%,"$13,378",4.4,2017
685,Luis Munoz-Rivera Middle School,6-8,Trenton Public School District,470,94.5%,"$12,350",4.3,2017
686,George Washington Academy School No. 1,"PK, KG-8",Elizabeth Public Schools,619,87.6%,"$7,312",4,2017
687,Thomas H. Dudley Family School,"PK, KG-8",Camden City School District,524,69.7%,"$19,328",4,2017
688,Senator Frank Lautenberg School,K-8,Paterson Public School District,519,86.1%,"$8,560",3.5,2017
689,School 12,K-8,Paterson Public School District,521,77.2%,"$9,638",3.5,2017
